No.;Time;Comment;Scramble;Date;P.1
110;2.02;;F U R F' U R' F U2 R';2023-07-27 22:33:26;2.02
111;5.50;;F2 R2 U' F R2 U' F' U F;2023-07-27 22:33:38;5.50
112;5.77;;F' R F R F2 U' R F R2;2023-07-27 22:33:57;5.77
113;3.55;;R2 U F R F' R' F2 U2 R2 F';2023-07-27 22:34:26;3.55
114;4.34;;R2 F R2 U' R U2 R U2 F2;2023-07-27 22:34:41;4.34
115;3.66;;R' U R2 U F U F2 U2 R2;2023-07-27 22:34:56;3.66
116;2.05;;U2 F2 U2 R2 U F R' F' R2;2023-07-27 22:35:13;2.05
117;DNF(3.91);;R F' R2 F U' R F2 R2 U2;2023-07-27 22:35:45;3.91
118;3.71;;U2 R' F' R2 F2 U' R' U2 F';2023-07-27 22:36:03;3.71
119;5.29;;R2 F' R2 U F2 U F' U2 R U';2023-07-27 22:36:22;5.29
120;4.27;;U' R U2 R F' R U2 F2 U2;2023-07-27 22:36:39;4.27
121;10.37+;;R2 F U' R U2 R F2 U' R U';2023-07-27 22:36:59;8.37
122;5.28;;R2 U2 R F' R2 U2 F' U' F2 U2;2023-07-27 22:37:22;5.28
123;3.96;;F' U' F R F U F' U R';2023-07-27 22:37:47;3.96
124;2.24;;U R2 F2 U R F' R U2 F';2023-07-27 22:38:06;2.24
125;3.95;;F' R U R' U2 F' R F' R2;2023-07-27 22:38:23;3.95
126;4.32;;R' U2 R U F' U' F R' F';2023-07-27 22:38:38;4.32
127;5.21;;U2 F' U2 F' U' F2 U R2 U' F';2023-07-27 22:38:58;5.21
128;4.37;;U2 R' F2 U R F' R F' R2;2023-07-27 22:39:36;4.37
129;5.27;;R' F2 R2 F' R U2 R U2 F;2023-07-27 22:39:53;5.27
130;DNF(7.87);;R' F R2 U2 R' F2 U2 R U' F2;2023-07-27 22:40:16;7.87
131;2.01;;U2 R' U F' U R F2 R2 U';2023-07-27 22:40:38;2.01
132;4.14;;R2 U2 F R2 U' F R U F';2023-07-27 22:40:53;4.14
133;5.81+;;R F' R F' R' U' R2 F2 U;2023-07-27 22:41:14;3.81
134;3.56;;F U F' R2 F' U2 F2 R U';2023-07-27 22:41:30;3.56
135;4.83;;U F' U F' R F R F2 U2;2023-07-27 22:41:46;4.83
136;4.53;;U R' U2 F2 R' U' F2 R U F2;2023-07-27 22:42:09;4.53
137;5.17;;R F R U' F2 R2 F' U2 F';2023-07-27 22:42:27;5.17
138;4.53;;R U' F U2 F R U' R F';2023-07-27 22:42:44;4.53
139;4.14;;F R2 F' R2 F' U F2 U2 F2;2023-07-27 22:43:00;4.14
140;5.76;;R2 F' U2 R U' F' R2 U2 F' U';2023-07-27 22:43:25;5.76
141;3.39;;R2 F2 U F' R U2 F' R' U' F';2023-07-27 22:43:49;3.39
142;9.57;;U' F' U2 R' F U' F U R2;2023-07-27 22:44:06;9.57
143;4.43;;R F2 R U' F' R F' R' U';2023-07-27 22:44:29;4.43
144;3.78;;F2 U R F2 U' R' F U2 R2;2023-07-27 22:45:05;3.78
145;6.34;;R' U2 F2 U R' U R2 F' R2;2023-07-27 22:45:23;6.34
146;4.81;;U F' U R2 F2 R' U R2 F' R';2023-07-27 22:45:47;4.81
147;4.55;;R F' R U2 F' R U R U2 R2;2023-07-27 22:46:36;4.55
148;8.70+;;F2 U2 F' R F' U F' U' F';2023-07-27 22:46:59;6.70
149;4.66;;F' R U2 R F' R U2 R2 U';2023-07-27 22:47:24;4.66
150;4.24;;R' F' U' F2 R U2 R F U';2023-07-27 22:47:38;4.24
151;3.69;;R2 F' R F2 U2 R U' R2 F2;2023-07-27 22:47:57;3.69
152;4.04;;F' R2 F' U' R U' F U' F2;2023-07-27 22:48:12;4.04
153;4.64;;R' F2 R' F U' R F' U F;2023-07-27 22:48:30;4.64
154;4.50;;U R' U2 R F2 U F2 U' F2 U';2023-07-27 22:48:45;4.50
155;5.27;;F' U2 F R2 U' F' R F U';2023-07-27 22:49:01;5.27
156;2.25;;U' R2 U F' R' U' R U2 F U';2023-07-27 22:49:21;2.25
157;3.68;;U R2 F U2 R2 F U' R' F';2023-07-27 22:49:38;3.68
158;3.64;;F R2 U2 R2 U' R2 U' F' R';2023-07-27 22:50:03;3.64
159;4.59;;U F' R' U R2 F2 U F2 R';2023-07-27 22:50:18;4.59
160;3.34;;F' U F2 U2 R' F' R U' F;2023-07-27 22:50:35;3.34
161;4.57;;U2 F2 U' F U' F2 U F R2;2023-07-27 22:50:56;4.57
162;6.14;;R' F' U R2 U R2 F2 R' U2;2023-07-27 22:51:11;6.14
163;2.78;;U' R' F' R F U' R2 U2 R';2023-07-27 22:51:37;2.78
164;3.54;;F2 R' U' R U F' U2 R' U;2023-07-28 14:14:49;3.54
165;4.93;;U F R2 U2 F U R2 F2 R';2023-07-28 14:15:10;4.93
166;5.36;;F2 U2 R2 F R' F U' F' U';2023-07-28 14:15:29;5.36
167;4.34;;R2 U' F R' U2 R U2 R2 F;2023-07-28 14:15:53;4.34
168;4.35;;U F2 R' F2 U' R' U' R2 U2;2023-07-28 14:16:14;4.35
169;6.10;;F2 U' R2 U' R2 U F' U F';2023-07-28 14:17:53;6.10
170;3.89;;F R' F2 U2 R F U F U2;2023-07-28 14:18:17;3.89
171;5.26;;F2 U' R U R U F' R F';2023-07-28 14:18:44;5.26
172;3.64;;R F R' U' F R2 F U F';2023-07-28 14:19:10;3.64
173;4.70;;F2 U2 R2 F' U F U R' F;2023-07-28 14:19:25;4.70
174;6.13+;;U F R2 F' U R F' R2 F';2023-07-28 14:19:41;4.13
175;3.56;;U2 R2 F2 R U R2 U' R F';2023-07-28 14:20:01;3.56
176;2.99;;F' U R2 U' R U F2 R2 U R2;2023-07-28 14:22:53;2.99
177;4.22;;R' U2 R' U' R F2 R F' U2;2023-07-28 14:23:15;4.22
178;5.74;;R2 F2 U2 R' F U' F' R U;2023-07-28 14:23:44;5.74
179;3.60;;F U' R2 U R' F R' F R';2023-07-28 14:24:18;3.60
180;4.26;;U' F' U' R2 U' F' U R' U';2023-07-28 14:24:40;4.26
181;3.88;;R' U R2 U R2 U2 R2 F' R';2023-07-28 14:24:58;3.88
182;4.40;;F2 U2 F' R' U' F R2 U2 R' U';2023-07-28 14:25:20;4.40
183;3.65;;F' U F2 R F' R' U' R2 U2;2023-07-28 14:25:41;3.65
184;5.64;;U R F U2 F2 R U' F2 R';2023-07-28 14:27:46;5.64
185;4.64;;U2 R2 U' R U2 R2 F' R' U F';2023-07-28 14:28:10;4.64
186;3.78;;U2 R2 U R2 F R' F' R2 U';2023-07-28 14:28:31;3.78
187;3.23;;U' F R2 U' R' F R F2 U2;2023-07-28 14:49:30;3.23
188;5.91;;U F U' F U' R2 F2 R' U2 F';2023-07-28 14:49:49;5.91
189;4.70;;F R U' F2 R2 U' F U2 F R';2023-07-28 14:50:12;4.70
190;4.83;;F' U2 F R2 F R' F U2 F2;2023-07-28 14:50:30;4.83
191;4.22;;U2 F' U F U2 R2 U2 R F;2023-07-28 14:50:49;4.22
192;6.45;;F' U R2 U2 R' U2 F R2 F2;2023-07-28 14:51:05;6.45
193;3.46;;U' R2 U R2 F' U' R2 U F;2023-07-28 18:07:39;3.46
194;5.08;;R' F2 R' U F' R2 U F U;2023-07-28 18:17:33;5.08
195;5.30;;F' R F R U2 R' U2 R2 F';2023-07-28 18:17:50;5.30
196;4.55;;U F' U2 F U2 R' F' U' F2;2023-07-28 18:18:15;4.55
197;5.46;;R F U2 R' U' F U' F' R' F';2023-07-28 18:18:38;5.46
198;4.57;;R2 U' R2 F' U2 F' U F' R2 U';2023-07-28 18:46:01;4.57
199;4.03;;R F2 U' R2 U F2 R' F U;2023-07-28 18:46:38;4.03
200;3.87;;F' U' R' F2 R' U R2 U R2;2023-07-28 18:47:01;3.87
201;5.67;;F2 R U R U2 R2 F' R' F;2023-07-28 18:47:21;5.67
202;4.51;;R F' R2 F R2 U2 F' U R;2023-07-28 18:47:48;4.51
203;6.95;;R' F R U' F U' F' R2 U';2023-07-28 18:48:14;6.95
204;3.85;;U F U R' U F2 R' F R2;2023-07-28 18:48:41;3.85
205;4.01;;F R' U F2 U F2 R2 U R';2023-07-28 18:49:00;4.01
206;4.16;;U' F' R' F R2 F R' F2 U;2023-07-28 18:49:16;4.16
207;5.08;;F2 U F R F' R2 F R2 U2;2023-07-28 18:49:39;5.08
208;6.08+;;R' U F' R F2 R' F R' F';2023-07-28 18:49:56;4.08
209;4.04;;U2 R2 U' R F' R' U R2 F;2023-07-28 18:50:13;4.04
210;6.08;;F' U R2 F' R' U2 F U' F' R';2023-07-28 18:50:31;6.08
211;4.39;;U' R2 F R2 F' U F U2 F R';2023-07-28 20:38:31;4.39
212;4.42;;R U' R F' U R U' F2 R';2023-07-28 20:38:51;4.42
213;4.86;;F R' F' U R2 F2 U R' U F';2023-07-28 20:39:15;4.86
214;4.04;;F2 R2 F U R F U R2 F;2023-07-28 20:39:33;4.04
215;4.44;;F2 U' F' U F R' F2 R F';2023-07-28 20:39:49;4.44
216;2.12;;U' F R2 F' R F R' F' U;2023-07-28 20:40:11;2.12
217;5.81;;R2 F2 U2 F U R' U2 R2 U';2023-07-28 20:40:25;5.81
218;3.38;;F' U2 F R' U R' F2 U2 R';2023-07-28 20:40:48;3.38
219;4.67;;F U R2 F' R' U2 R2 U' F2;2023-07-28 20:41:05;4.67
220;4.24;;R' U R F' R2 F R' U F';2023-07-28 20:41:23;4.24
221;3.89;;R2 U F R2 U' R' U2 R F2;2023-07-28 20:41:42;3.89
222;4.64;;F2 U2 F U2 R' U' F2 U F';2023-07-28 20:41:58;4.64
223;3.71;;U2 R' U F2 R' F R' F U';2023-07-28 20:42:18;3.71
224;6.04;;R F2 U2 F' U' R F' R2 F U2;2023-07-28 20:42:39;6.04
225;3.75;;R F2 R F2 R' U F' U R';2023-07-28 20:43:03;3.75
226;3.46;;U' R U' F R2 F2 U' R' U2;2023-07-28 20:43:22;3.46
227;4.01;;R F U2 R' F R F2 U R';2023-07-28 20:43:39;4.01
228;4.88;;R U F R2 F R U' F2 U R';2023-07-28 20:44:01;4.88
229;3.64;;R' F2 U F U R' U2 R2 U' R';2023-07-28 20:44:20;3.64
230;3.21;;U' R U' F2 U' R2 F R U2;2023-07-28 20:44:32;3.21
231;3.07;;R2 F2 U R' F2 U2 F' R' U';2023-07-28 20:44:51;3.07
232;4.44;;F' R F U2 R' U' R2 F U2;2023-07-28 20:45:08;4.44
233;2.27;;F R' U2 R F' R U' F U;2023-07-28 20:45:24;2.27
234;3.85;;U R U R2 U F' R2 U2 F';2023-07-28 20:45:45;3.85
235;6.91+;;R F' U2 F R2 U R U F';2023-07-28 20:45:58;4.91
236;6.00;;R' U R F' U2 R' F U2 R';2023-07-28 22:50:17;6.00
237;4.61;;R' F2 U2 F' R2 U2 F U R2 F';2023-07-28 22:50:34;4.61
238;6.92;;R F R' F U2 R2 F2 U' F';2023-07-28 22:51:35;6.92
239;7.39;;U' F U2 R U' R2 U' F2 R';2023-07-28 22:51:59;7.39
240;4.24;;F' R2 F2 R' U F2 R U' F';2023-07-28 22:57:27;4.24
241;7.34;;U2 F2 R' F R U2 F' U' F';2023-07-28 22:57:48;7.34
242;2.63;;R F' R' U2 R' F U' F' R2 F';2023-07-28 22:58:11;2.63
243;5.30;;U' R2 U' F2 R2 U F' R U;2023-07-28 22:58:35;5.30
244;4.75;;R F' R2 F' U R2 U R F';2023-07-28 22:58:51;4.75
245;4.61;;F' U' R' F2 U F2 U2 F' U2;2023-07-29 12:13:34;4.61
246;4.70;;R' U R U' F2 U2 F' U R2 U';2023-07-29 12:13:50;4.70
247;4.52;;R' F' R F' U F R' U F2;2023-07-29 12:14:05;4.52
248;4.51;;F R F R' U2 F' U2 F' R';2023-07-29 12:14:22;4.51
249;3.00;;F' R2 U' F U R' F2 R' F';2023-07-29 12:14:57;3.00
250;3.65;;F R F' U R U F' R2 U';2023-07-29 12:15:10;3.65
251;4.04;;F U R' F2 R' F' U R' F2;2023-07-29 12:15:30;4.04
252;4.75;;R2 F' R F U' R2 U' F' U2;2023-07-29 12:16:04;4.75
253;7.42;;F2 R F' U2 F R2 F R2 F;2023-07-29 12:16:26;7.42
254;2.38;;U2 F' R U' R U2 F2 U' R;2023-07-29 12:16:51;2.38
255;1.40;;U R F R' U F R2 U' F';2023-07-29 12:17:22;1.40
256;3.23;;R F U2 F R2 U R U2 F;2023-07-29 12:17:35;3.23
257;4.49;;R' F' U' R2 F R2 F' R U2;2023-07-29 12:17:55;4.49
258;3.12;;F2 U F2 U' F R U2 R U2;2023-07-29 12:18:11;3.12
259;3.61;;U' R2 F R' U R F' R U' F2;2023-07-29 12:19:09;3.61
260;3.93;;U R2 U' R U' R2 F2 R' U';2023-07-29 12:19:22;3.93
261;3.54;;F' U R2 F' U R F2 U' F' U2;2023-07-29 12:19:41;3.54
262;2.73;;F U F' U' F U' R' F' R';2023-07-29 12:20:06;2.73
263;4.57;;U' R2 F2 R F2 R F' U2 F2;2023-07-29 12:20:22;4.57
264;4.02;;R U' R2 F' U F2 R U2 R2;2023-07-29 12:20:56;4.02
265;3.77;;U' R F' R2 F' U2 F R' F2 U';2023-07-29 12:21:22;3.77
266;3.25;;U2 F' U' F R' U R' F2 R2;2023-07-29 12:21:41;3.25
267;4.26;;U F U' F2 U' R F U F' U';2023-07-29 12:22:03;4.26
268;2.27;;F2 R' U2 R2 F2 U' R' F' U;2023-07-29 12:22:20;2.27
269;2.07;;R F' U R F' R F2 R' U2 R';2023-07-29 12:22:36;2.07
270;3.05;;R2 F2 U R' U' R2 F' U2 R2;2023-07-29 12:22:54;3.05
271;8.19;;F2 U' R' U2 R2 F2 R' U2 F';2023-07-29 15:32:31;8.19
272;3.49;;R' F R2 U' F R U2 R' F;2023-07-29 15:32:59;3.49
273;4.16;;F2 U' R U' F2 R F' R F2;2023-07-29 15:33:23;4.16
274;2.88;;R' U R' F' R2 F U' F2 U2 F';2023-07-29 15:33:45;2.88
275;3.70;;R F2 U' F R2 U2 F' R U;2023-07-29 15:34:00;3.70
276;5.78;;R2 F2 R F R2 U F' U2 R';2023-07-29 15:34:16;5.78
277;4.57;;F R F' R2 F R' U2 R' F2 U';2023-07-29 15:34:43;4.57
278;4.29;;F2 U F' U F U2 R2 F' R2;2023-07-29 15:35:11;4.29
279;4.28;;F2 U F R2 U' F U F R';2023-07-29 15:35:36;4.28
280;4.89;;F2 R' F' U2 F' R F2 R' U F2;2023-07-29 15:36:00;4.89
281;4.18;;F' U2 F' U2 F R F2 R' F2;2023-07-29 15:36:21;4.18
282;4.43;;R U' R U2 F2 R U' F2 R2;2023-07-29 15:36:43;4.43
283;4.26;;R2 F2 U' F R2 F' R2 F' R;2023-07-29 15:37:02;4.26
284;6.91+;;U R F2 R U' F2 U2 F2 U2;2023-07-29 15:37:22;4.91
285;3.04;;U2 R2 U' R2 U' F2 R U' R' U';2023-07-29 15:37:44;3.04
286;4.40;;R2 U' F2 R F2 U' R' U R';2023-07-29 15:38:03;4.40
287;4.13;;F' R U2 R' U2 F U2 F U2;2023-07-29 15:38:23;4.13
288;2.77;;R F U' F2 U R2 U R2 F';2023-07-29 15:38:46;2.77
289;2.24;;U F R' F U' R U2 R' F2;2023-07-29 15:39:01;2.24
290;4.25;;R F U' F2 R F' R2 F2 U;2023-07-29 15:39:16;4.25
291;0.80;;U' R2 F R2 U' R2 U2 R' F2;2023-07-29 15:39:56;0.80
292;5.21;;U' R2 U' R2 U' F U' R U';2023-07-29 15:40:19;5.21
293;6.21;;U R2 U R2 F' R2 F' R U' F2;2023-07-29 15:40:42;6.21
294;3.73;;R2 U R' F U' F' U2 F' U' F';2023-07-29 15:41:03;3.73
295;3.62;;U' F2 U R' F2 U' F2 U F';2023-07-29 15:41:26;3.62
296;3.52;;F2 U2 F R2 U R' F2 R2 F';2023-07-29 15:42:03;3.52
297;3.59;;R U2 F2 U' F R' U2 F U2;2023-07-29 15:42:21;3.59
298;3.25;;U2 F' U2 R U R' U R2 U2;2023-07-29 15:42:37;3.25
299;5.83;;R' U' R2 U' R F' U R2 U;2023-07-29 15:42:54;5.83
300;4.62;;U R U2 F2 U' F U' F2 U;2023-07-29 15:43:28;4.62
301;2.02;;F2 U R' U F2 U' R U' F2;2023-07-29 15:43:46;2.02
302;3.48;;U' R F R F' R2 F R2 F2;2023-07-29 15:44:02;3.48
303;2.60;;U' R F R F' U2 R' F R';2023-07-29 15:44:18;2.60
304;3.77;;R' U' F2 U' R2 F' R2 F' U2;2023-07-29 15:44:38;3.77
305;3.77;;F U2 F U R2 F2 U' F' R';2023-07-29 15:44:55;3.77
306;4.39;;F' U R2 U' F U2 R' F' U2;2023-07-29 15:45:10;4.39
307;2.95;;F' U2 R F2 R' U R' U R2 F';2023-07-29 15:45:42;2.95
308;2.69;;U2 F R U R' F2 R U F;2023-07-29 15:45:58;2.69
309;4.87;;R2 F' U2 F R2 F' U F' R2;2023-07-29 15:46:13;4.87
310;1.86;;U R2 U2 R' U' F2 U' F U;2023-07-29 15:46:31;1.86
311;3.04;;U2 F' U' R2 F2 R' F R' F';2023-07-29 15:46:45;3.04
312;4.34;;F2 U' F2 U F2 U' R F U';2023-07-29 15:47:01;4.34
313;3.79;;F2 R F2 R' U2 F2 U F2 U2;2023-07-29 15:47:19;3.79
314;4.84;;R2 F2 U' R U2 R2 F2 R' U;2023-07-29 15:47:56;4.84
315;2.71;;F2 R2 U2 R U R F' R2 F U';2023-07-29 15:48:12;2.71
316;4.26;;U2 R F U' F U' R' U F2;2023-07-29 15:48:25;4.26
317;6.70;;F U' R F R2 U' F U2 F' U2;2023-07-29 15:48:41;6.70
318;5.49;;R2 U2 F' U' R2 U' F' R2 U2;2023-07-29 15:49:00;5.49
319;4.14;;F U2 R2 F2 U2 R' F' R F2;2023-07-29 15:49:17;4.14
320;7.06+;;R F U R2 U R' U2 F U2;2023-07-29 15:49:30;5.06
321;3.87;;F' R F' U2 F U2 R U R2 F';2023-07-29 15:49:47;3.87
322;5.08;;U F R' U' F U2 R2 F R' U2;2023-07-29 15:50:11;5.08
323;4.31;;F U' F2 R' F U2 F R U;2023-07-29 15:51:28;4.31
324;4.69;;F2 R' F2 U F U' F R' F2 U';2023-07-29 15:51:44;4.69
325;3.96;;U R' U R2 F' U' F U' F' R';2023-07-29 15:52:02;3.96
326;3.57;;U' R U2 R U2 F' R' U R2 F;2023-07-29 15:52:19;3.57
327;7.18+;;U2 F' U' F' R2 U R' U F' R';2023-07-29 15:52:44;5.18
